effectiveness_police	republican_PSAs	loyalist_PSAs	effectiveness_informal	inf_better	informal_good	police_good	age	gender	general_trust	trust_in_neighbourhood	discrim	religion	vict_state_violence_trou	communal_stronghold	soa_deprivation	urban_soa
3	0	0				1	36	"Female"	1	3	0	"Catholic"	0	0	0.122	1
2	0	0	1	0	0	1	47	"Female"	1	4	0	"Protestant"	0	0	0.134	1
1	6	0	3	1	1	0	59	"Male"	2	3	1	"Catholic"	0	1	0.177	1
1	6	0	3	1	1	0	19	"Male"	2	4	0	"Catholic"	0	1	0.177	1
2	3	0	1	0	0	1	52	"Female"	1	3	0	"Catholic"	0	1	0.188	1
1	3	0	2	1	1	0	19	"Male"	2	3	0	"Catholic"	0	1	0.188	1
2	0	0	2	0	1	1	42	"Female"	2	3	0	"Catholic"	0	0	0.108	0
2	0	0	2	0	1	1	42	"Female"	2	3	0	"Catholic"	0	1	0.155	0
1	0	0	1	0	0	0	46	"Female"	1	3	0	"Catholic"	0	1	0.155	0
1	0	0	1	0	0	0	59	"Male"	2	2	1	"Catholic"	1	0	0.097	0
1	0	0	1	0	0	0	34	"Female"	2	3	0	"Catholic"	0	0	0.133	0
3	0	0	3	0	1	1	39	"Male"	1	4	0	"Catholic"	0	1	0.114	0
2	0	0	2	0	1	1	19	"Male"	2	3	0	"Catholic"	0	1	0.113	0
3	0	0	1	0	0	1	31	"Female"	1	3	0	"Protestant"	0	0	0.162	0
2	0	0	2	0	1	1	35	"Female"	2	3	0	"Catholic"	0	0	0.162	0
2	0	0	3	1	1	1	38	"Female"	2	3	0	"Catholic"	0	0	0.137	0
2	0	0				1	85	"Female"	2	3	0	"Catholic"	0	0	0.137	0
2	0	0	3	1	1	1	62	"Female"	1	3	0	"Protestant"	0	0	0.137	0
2	0	3	3	1	1	1	53	"Male"	2	3	0	"Protestant"	0	0	0.111	0
1	0	0	2	1	1	0	21	"Male"	2	3	0	"Protestant"	0	0	0.152	1
2	0	0	3	1	1	1	40	"Female"	2	3	1	"Catholic"	0	0	0.152	1
2	0	0	2	0	1	1	36	"Female"	2	2	0	"Protestant"	0	0	0.15	1
1	0	0	1	0	0	0	69	"Female"	2		0	"Catholic"	0	0	0.113	1
2	0	1	2	0	1	1	85	"Male"	2	3	0	"Protestant"	0	0	0.157	0
2	0	0	3	1	1	1	33	"Female"	2	4	0	"Protestant"	1	0	0.141	0
3	0	0	2	0	1	1	25	"Female"	1	4	0	"Protestant"	0	0	0.141	0
1	0	0	2	1	1	0	94	"Female"	2	3	0	"Catholic"	0	0	0.141	0
2	0	0	2	0	1	1	49	"Male"	1	3	0	"Protestant"	1	0	0.117	1
2	0	0	2	0	1	1	52	"Female"	1	4	0	"Catholic"	0	1	0.134	0
1	0	0	1	0	0	0	70	"Male"	2	4	0	"Catholic"	0	1	0.134	0
	0	0					50	"Male"	2	3	0	"NA"	0	0	0.166	1
1	0	0	3	1	1	0	25	"Female"	2	2	0	"Protestant"	0	0	0.185	0
2	0	2	2	0	1	1	50	"Female"	1	3	0	"Protestant"	0	1	0.189	0
2	0	0	2	0	1	1	85	"Male"	2	3	0	"Catholic"	0	0	0.139	1
3	0	0	2	0	1	1	64	"Female"	2	4	0	"Protestant"	0	1	0.18	0
2	0	0				1	54	"Male"	1	3	0	"Protestant"	0	0	0.166	1
1	0	0	2	1	1	0	25	"Male"	2	3	0	"Protestant"	0	0	0.162	0
1	0	0	2	1	1	0	39	"Female"	2	4	1	"Catholic"	0	0	0.162	0
3	0	0	2	0	1	1	35	"Female"	1	3	0	"Protestant"	0	0	0.162	0
2	1	0	3	1	1	1	40	"Female"	2	3	0	"Catholic"	0	1	0.147	1
2	1	0	2	0	1	1	72	"Female"	2	3	0	"Catholic"	0	1	0.147	1
2	0	0	2	0	1	1	50	"Male"	2	4	0	"Protestant"	1	0	0.171	0
2	0	0	2	0	1	1	39	"Female"	2	3	0	"Catholic"	0	1	0.149	0
2	0	0	2	0	1	1	23	"Female"	2	4	0	"Catholic"	0	1	0.134	0
2	0	0	3	1	1	1	32	"Female"	2	3	0	"Catholic"	0	1	0.149	0
2	0	0	2	0	1	1	20	"Male"	2	3	0	"Catholic"	0	1	0.174	0
1	1	0	2	1	1	0	32	"Male"	2	2	0	"Catholic"	0	1	0.27	0
2	2	0	2	0	1	1	41	"Male"	1	3	0	"Catholic"	0	1	0.12	1
2	2	0	3	1	1	1	27	"Male"	2	2	0	"Catholic"	0	1	0.12	1
2	0	0	3	1	1	1	66	"Male"	2	4	0	"Catholic"	0	1	0.175	1
3	0	0	1	0	0	1	52	"Female"	1	3	0	"Catholic"	0	1	0.12	0
2	0	0	2	0	1	1	19	"Male"	1	3	0	"Catholic"	0	1	0.12	0
2	0	0	2	0	1	1	36	"Female"	1	3	0	"Catholic"	0	1	0.12	0
3	0	0	3	0	1	1	51	"Male"	2	2	0	"Protestant"	0	0	0.168	0
3	0	0	3	0	1	1	50	"Male"	1	4	0	"Protestant"	0	1	0.164	1
1	0	0	2	1	1	0	33	"Male"	2	2	0	"Catholic"	0	1	0.192	1
2	0	0	3	1	1	1	24	"Female"	2	2	1	"Catholic"	0	1	0.192	1
2	0	0	2	0	1	1	45	"Male"	2	4	0	"Catholic"	0	1	0.176	0
2	1	0	2	0	1	1	57	"Male"	2	3	0	"Catholic"	1	1	0.179	0
2	0	0	3	1	1	1	42	"Female"	2	3	0	"Catholic"	0	1	0.259	0
2	0	0	1	0	0	1	22	"Male"	2	3	1	"Protestant"	0	0	0.136	1
3	0	0	2	0	1	1	44	"Male"	2	3	0	"Protestant"	0	0	0.136	1
1	0	0	2	1	1	0	38	"Male"	2	4	0	"Catholic"	0	0	0.166	0
2	0	0	3	1	1	1	32	"Male"	2	3	0	"Catholic"	0	0	0.166	0
2	0	0	2	0	1	1	50	"Male"	2	3	0	"Catholic"	0	0	0.134	1
2	0	0	3	1	1	1	23	"Male"	1	3	1	"Protestant"	0	1	0.164	1
2	0	0	2	0	1	1	18	"Male"	2	3	0	"Catholic"	0	1	0.259	0
2	0	0	2	0	1	1	19	"Male"	2	4	0	"Catholic"	0	1	0.203	0
2	0	0	2	0	1	1	18	"Male"	2	3	0	"Catholic"	0	1	0.203	0
2	0	0	2	0	1	1	18	"Female"	1	4	0	"Catholic"	0	1	0.132	1
2	0	0	2	0	1	1	49	"Female"	2	3	0	"Catholic"	0	1	0.176	1
1	0	0	2	1	1	0	56	"Male"	2	3	1	"Catholic"	1	1	0.176	1
2	0	0				1	83	"Male"	2	3	0	"Protestant"	0	0	0.112	1
2	0	0	2	0	1	1	19	"Female"	1	3	0	"Catholic"	0	0	0.112	1
2	0	0				1	54	"Male"	1	3	0	"Protestant"	0	0	0.112	1
1	0	2	2	1	1	0	33	"Female"	1	4	0	"Catholic"	0	1	0.136	1
2	0	0	2	0	1	1	64	"Male"	2	3	0	"Protestant"	0	1	0.07	0
3	0	0	3	0	1	1	68	"Female"	2	3	1	"Protestant"	0	1	0.07	0
3	0	0	1	0	0	1	71	"Female"	1	4	0	"Protestant"	0	0	0.073	1
1	0	1	1	0	0	0	47	"Female"	2	3	0	"Protestant"	0	0	0.1	1
2	0	1	2	0	1	1	33	"Male"	2	3	0	"Protestant"	1	0	0.127	1
2	0	0	2	0	1	1	20	"Male"	2	4	0	"Protestant"	0	1	0.092	0
2	0	0	2	0	1	1	53	"Female"	1	4	0	"Protestant"	0	1	0.092	0
1	0	4	1	0	0	0	53	"Male"	2	3	0	"Protestant"	1	1	0.172	1
3	0	4	3	0	1	1	28	"Female"	2	4	1	"NA"	0	1	0.172	1
2	0	0	1	0	0	1	30	"Male"	2	2	1	"Protestant"	0	0	0.072	1
1	0	1	2	1	1	0	28	"Female"	2	3	0	"Protestant"	0	1	0.09	1
3	0	0	2	0	1	1	28	"Male"	1	4	0	"Protestant"	0	0	0.116	1
3	1	0	2	0	1	1	70	"Female"	1	4	0	"Protestant"	0	1	0.096	1
2	1	0	2	0	1	1	29	"Female"	1	3	1	"Protestant"	0	1	0.096	1
3	0	0	2	0	1	1	73	"Male"	1	3	0	"NA"	0	0	0.079	1
2	1	1	2	0	1	1	20	"Male"	1	3	0	"Catholic"	1	0	0.091	0
2	1	1	2	0	1	1	32	"Male"	1	3	0	"Protestant"	0	0	0.091	0
3	0	0	3	0	1	1	45	"Female"	1	3	0	"Catholic"	1	0	0.086	1
2	0	1	3	1	1	1	61	"Male"	1	3	0	"Protestant"	0	0	0.063	1
3	0	1	2	0	1	1	35	"Female"	2	3	0	"Protestant"	0	0	0.063	1
3	0	4				1	80	"Female"	2	3	1	"Protestant"	0	1	0.156	1
3	0	4				1	29	"Female"	2	3	0	"Protestant"	0	1	0.156	1
3	0	1	1	0	0	1	29	"Female"	1	3	0	"Protestant"	0	0	0.127	1
3	0	1	3	0	1	1	47	"Male"	1	3	0	"Catholic"	0	0	0.127	1
2	0	0	3	1	1	1	46	"Female"	2	3	0	"Protestant"	0	0	0.084	1
2	1	1	1	0	0	1	41	"Female"	2	3	1	"Protestant"	0	1	0.125	1
3	0	0	1	0	0	1	23	"Male"	1	3	0	"Protestant"	0	0	0.125	1
2	0	0	1	0	0	1	19	"Male"	1	3	0	"Protestant"	0	0	0.125	1
1	0	7	3	1	1	0	20	"Female"	2	1	0	"Protestant"	0	0	0.147	1
1	0	1	1	0	0	0	51	"Female"	2	2	0	"Protestant"	0	1	0.158	1
2	0	1	1	0	0	1	56	"Male"	2	3	1	"Protestant"	0	1	0.158	1
2	0	0	1	0	0	1	62	"Male"	1	4	0	"Protestant"	0	0	0.105	1
2	0	0	3	1	1	1	40	"Male"	1	3	0	"NA"	0	1	0.11	1
3	0	0	3	0	1	1	33	"Male"	2	3	1	"Protestant"	0	1	0.11	1
2	0	0	2	0	1	1	43	"Female"	2	3	0	"Protestant"	0	1	0.11	1
3	0	0	3	0	1	1	64	"Male"	2	3	0	"Protestant"	0	0	0.104	1
3	0	0	2	0	1	1	63	"Male"	1	3	0	"Protestant"	0	0	0.104	1
2	0	0	3	1	1	1	65	"Male"	2	3	0	"Protestant"	0	0	0.08	1
2	0	0	2	0	1	1	68	"Male"	1	4	0	"Protestant"	0	0	0.08	1
3	0	2	2	0	1	1	57	"Male"	2	3	0	"Protestant"	0	0	0.118	1
2	0	0	1	0	0	1	81	"Female"	2	4	0	"Protestant"	0	1	0.133	1
3	0	0	2	0	1	1	31	"Male"	1	3	0	"Protestant"	0	1	0.133	1
3	0	0	2	0	1	1	62	"Male"	2	3	0	"Protestant"	0	0	0.115	1
2	0	0	1	0	0	1	53	"Female"	1	3	0	"NA"	0	0	0.086	1
2	0	0	2	0	1	1	34	"Female"	1	3	0	"Protestant"	0	0	0.108	1
3	0	0	3	0	1	1	78	"Male"	2	3	0	"Protestant"	0	0	0.096	1
3	0	0	3	0	1	1	26	"Male"	1	4	0	"Protestant"	0	0	0.091	0
2	0	0	3	1	1	1	62	"Male"	2	3	0	"Protestant"	0	0	0.091	0
3	0	0	2	0	1	1	45	"Male"	2	3	0	"NA"	0	0	0.091	0
3	0	0	1	0	0	1	57	"Male"	1	3	0	"Protestant"	0	0	0.122	1
3	0	1	2	0	1	1	44	"Female"	1	4	0	"Catholic"	0	0	0.13	1
3	0	1	3	0	1	1	41	"Female"	1	4	0	"Protestant"	0	0	0.13	1
3	0	1	2	0	1	1	48	"Male"	2	4	0	"NA"	0	0	0.09	1
3	0	1	2	0	1	1	62	"Female"	1	4	0	"Catholic"	0	0	0.09	1
3	0	3	3	0	1	1	58	"Female"	1	3	0	"Protestant"	0	0	0.164	1
3	0	3	2	0	1	1	56	"Male"	2	3	0	"Protestant"	0	0	0.164	1
3	0	3	2	0	1	1	36	"Female"	2	3	1	"Protestant"	0	0	0.164	1
2	0	0	2	0	1	1	53	"Male"	1	3	0	"Protestant"	0	0	0.097	1
2	0	3	3	1	1	1	49	"Female"	1	3	0	"Protestant"	0	0	0.142	1
1	0	3	3	1	1	0	20	"Female"	2	3	0	"Protestant"	0	0	0.142	1
3	0	7	3	0	1	1	32	"Female"	2	3	0	"Catholic"	0	0	0.124	1
2	0	7	3	1	1	1	57	"Female"	1	3	0	"Protestant"	0	0	0.124	1
2	0	0	3	1	1	1	36	"Female"	2	3	0	"Protestant"	0	0	0.131	1
2	0	0	3	1	1	1	63	"Female"	1	3	0	"Catholic"	0	0	0.131	1
3	0	0	3	0	1	1	86	"Female"	2	4	0	"Catholic"	0	0	0.131	1
1	0	0	2	1	1	0	78	"Female"	2	4	0	"Protestant"	0	0	0.134	0
2	0	0	1	0	0	1	49	"Male"	1	3	0	"Catholic"	0	0	0.136	1
2	0	0	1	0	0	1	36	"Female"	2	3	0	"Catholic"	0	0	0.138	0
2	0	0	1	0	0	1	71	"Male"	1	3	0	"Catholic"	0	0	0.144	0
3	0	0				1	34	"Female"	1	3	0	"Catholic"	0	0	0.177	0
2	0	0	1	0	0	1	24	"Female"	2	2	0	"Catholic"	0	1	0.124	1
2	0	0	3	1	1	1	25	"Male"	1	3	0	"Catholic"	0	1	0.124	1
1	0	0	1	0	0	0	63	"Male"	2	3	0	"Protestant"	0	0	0.188	1
1	0	0	1	0	0	0	49	"Female"	2	4	0	"Protestant"	0	0	0.188	1
2	0	0	2	0	1	1	50	"Female"	2	3	0	"Protestant"	0	0	0.188	1
2	0	0	1	0	0	1	64	"Female"	1	3	0	"Catholic"	0	0	0.114	0
2	0	0	2	0	1	1	76	"Female"	2	4	0	"Catholic"	1	1	0.16	0
2	0	0	2	0	1	1	76	"Female"	1	3	0	"Catholic"	1	0	0.134	0
2	0	0	3	1	1	1	45	"Female"	2	3	0	"Catholic"	1	0	0.134	0
2	0	0	3	1	1	1	39	"Female"	1	4	1	"Catholic"	0	0	0.134	0
3	0	0	2	0	1	1	34	"Male"	1	3	0	"Catholic"	0	1	0.149	0
2	0	0	1	0	0	1	77	"Male"	2	3	0	"Protestant"	0	0	0.141	0
3	0	0	2	0	1	1	59	"Male"	2	4	0	"Protestant"	0	0	0.141	0
2	3	0	2	0	1	1	68	"Female"	1	4	0	"Catholic"	0	1	0.207	1
2	3	0	2	0	1	1	71	"Female"	2	4	0	"Catholic"	0	1	0.207	1
3	0	0	3	0	1	1	61	"Male"	2	3	0	"Catholic"	0	0	0.182	0
2	3	0	2	0	1	1	34	"Male"	1	4	0	"Catholic"	1	0	0.181	0
2	3	0	2	0	1	1	80	"Female"	2	4	0	"Catholic"	1	0	0.181	0
2	0	0	2	0	1	1	53	"Male"	1	4	0	"Catholic"	0	0	0.143	0
3	0	0	2	0	1	1	36	"Male"	2	3	0	"Protestant"	0	0	0.143	0
2	1	0	2	0	1	1	58	"Male"	1	4	1	"Catholic"	1	1	0.18	1
2	1	0	2	0	1	1	43	"Female"	1	4	0	"Catholic"	0	1	0.18	1
3	0	0	3	0	1	1	59	"Male"	2	3	0	"Catholic"	0	0	0.144	0
2	0	0	2	0	1	1	59	"Female"	2	4	0	"Protestant"	0	0	0.147	0
2	0	0	2	0	1	1	78	"Female"	1	4	0	"Protestant"	0	0	0.147	0
2	2	0	2	0	1	1	32	"Male"	1	3	0	"Catholic"	0	1	0.136	1
3	0	0	3	0	1	1	78	"Female"	2	4	0	"Protestant"	0	0	0.154	0
2	0	0	2	0	1	1	59	"Male"	1	4	0	"Catholic"	0	0	0.154	0
2	2	0	2	0	1	1	40	"Male"	1	4	1	"Catholic"	1	1	0.143	1
